1	Ok	ok	AV0	ADV	[1, 3)	9e73398e-2dfb-45e5-bedb-97e4f8ac2191
1079	along	along	AVP	ADV	[4222, 4227)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1080	and	and	CJC	CONJ	[4227, 4230)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1081	support	support	VVB	VERB	[4230, 4237)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1082	the	the	AT0	ART	[4237, 4240)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1083	of	of	PRF	PREP	[4240, 4242)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1084	the	the	AT0	ART	[4242, 4245)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1085	theatre	theatre	NN1	SUBST	[4245, 4252)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1086	.		PUN		[4252, 4253)	f97c767e-79a2-4b4d-8b9b-ed0d23cc43d9
1087	So	so	AV0	ADV	[4253, 4255)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1088	I	i	PNP	PRON	[4255, 4256)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1089	hope	hope	VVB	VERB	[4256, 4260)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1090	hopefully	hopefully	AV0	ADV	[4260, 4269)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1091	this	this	DT0	ADJ	[4269, 4273)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1092	evening	evening	NN1	SUBST	[4273, 4280)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1093	will	will	VM0	VERB	[4280, 4284)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1094	be	be	VBI	VERB	[4284, 4286)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1095	a	a	AT0	ART	[4286, 4287)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1096	very	very	AV0	ADV	[4287, 4291)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1097	constructive	constructive	AJ0	ADJ	[4291, 4303)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1098	meeting	meeting	NN1	SUBST	[4303, 4310)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1099	and	and	CJC	CONJ	[4310, 4313)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1100	we	we	PNP	PRON	[4313, 4315)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1101	'll	will	VM0	VERB	[4315, 4318)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1102	certainly	certainly	AV0	ADV	[4318, 4327)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1103	welcome	welcome	VVI	VERB	[4327, 4334)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1104	your	you	DPS	PRON	[4334, 4338)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1105	views	view	NN2	SUBST	[4338, 4343)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1106	about	about	PRP	PREP	[4343, 4348)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1107	what	what	DTQ	PRON	[4348, 4352)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1108	you	you	PNP	PRON	[4352, 4355)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1109	feel	feel	VVB	VERB	[4355, 4359)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1110	should	should	VM0	VERB	[4359, 4365)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1111	be	be	VBI	VERB	[4365, 4367)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1112	happening	happen	VVG	VERB	[4367, 4376)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1113	to	to	PRP	PREP	[4376, 4378)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1114	the	the	AT0	ART	[4378, 4381)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1115	theatre	theatre	NN1	SUBST	[4381, 4388)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1116	or	or	CJC	CONJ	[4388, 4390)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1117	should	should	VM0	VERB	[4390, 4396)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1118	be	be	VBI	VERB	[4396, 4398)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1119	taken	take	VVN	VERB	[4398, 4403)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1120	or	or	CJC	CONJ	[4403, 4405)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1121	should	should	VM0	VERB	[4405, 4411)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1122	be	be	VBI	VERB	[4411, 4413)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1123	taken	take	VVN	VERB	[4413, 4418)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1124	place	place	NN1	SUBST	[4418, 4423)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1125	at	at	PRP	PREP	[4423, 4425)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1126	the	the	AT0	ART	[4425, 4428)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1127	theatre	theatre	NN1	SUBST	[4428, 4435)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1128	,		PUN		[4435, 4436)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1129	what	what	DTQ	PRON	[4436, 4440)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1130	should	should	VM0	VERB	[4440, 4446)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1131	be	be	VBI	VERB	[4446, 4448)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1132	on	on	AVP	ADV	[4448, 4450)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1133	at	at	PRP	PREP	[4450, 4452)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1134	the	the	AT0	ART	[4452, 4455)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1135	theatre	theatre	NN1	SUBST	[4455, 4462)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1136	,		PUN		[4462, 4463)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1137	and	and	CJC	CONJ	[4463, 4466)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1138	er	er	UNC	UNC	[4466, 4468)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1139	things	thing	NN2	SUBST	[4468, 4474)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1140	that	that	CJT	CONJ	[4474, 4478)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1141	you	you	PNP	PRON	[4478, 4481)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1142	feel	feel	VVB	VERB	[4481, 4485)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1143	that	that	CJT	CONJ	[4485, 4489)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1144	are	be	VBB	VERB	[4489, 4492)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1145	n't	not	XX0	ADV	[4492, 4495)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1146	happening	happen	VVG	VERB	[4495, 4504)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1147	at	at	PRP	PREP	[4504, 4506)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1148	the	the	AT0	ART	[4506, 4509)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1149	moment	moment	NN1	SUBST	[4509, 4515)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1150	.		PUN		[4515, 4516)	7f20dd65-fe78-4175-8a4c-cca785700d5c
1151	We	we	PNP	PRON	[4516, 4518)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1152	did	do	VDD	VERB	[4518, 4521)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1153	if	if	CJS	CONJ	[4521, 4523)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1154	I	i	PNP	PRON	[4523, 4524)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1155	can	can	VM0	VERB	[4524, 4527)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1156	give	give	VVI	VERB	[4527, 4531)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1157	some	some	DT0	ADJ	[4531, 4535)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1158	background	background	NN1	SUBST	[4535, 4545)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1159	we	we	PNP	PRON	[4545, 4547)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1160	did	do	VDD	VERB	[4547, 4550)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1161	actually	actually	AV0	ADV	[4550, 4558)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1162	target	target	VVI	VERB	[4558, 4564)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1163	er	er	UNC	UNC	[4564, 4566)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1164	twelve	twelve	CRD	ADJ	[4566, 4572)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1165	thousand	thousand	CRD	ADJ	[4572, 4580)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1166	,		PUN		[4580, 4581)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1167	five	five	CRD	ADJ	[4581, 4585)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1168	hundred	hundred	CRD	ADJ	[4585, 4592)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1169	mailer	mailer	NN1	SUBST	[4592, 4598)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1170	shots	shot	NN2	SUBST	[4598, 4603)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1171	for	for	PRP	PREP	[4603, 4606)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1172	this	this	DT0	ADJ	[4606, 4610)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1173	meeting	meeting	NN1-VVG	SUBST	[4610, 4617)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1174	this	this	DT0	ADJ	[4617, 4621)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1175	evening	evening	NN1	SUBST	[4621, 4628)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1176	I	i	PNP	PRON	[4628, 4629)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1177	'm	be	VBB	VERB	[4629, 4631)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1178	not	not	XX0	ADV	[4631, 4634)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1179	sure	sure	AJ0	ADJ	[4634, 4638)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1180	what	what	DTQ	PRON	[4638, 4642)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1181	the	the	AT0	ART	[4642, 4645)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1182	people	people	NN0	SUBST	[4645, 4651)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1183	here	here	AV0	ADV	[4651, 4655)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1184	are	be	VBB	VERB	[4655, 4658)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1185	representing	represent	VVG-AJ0	VERB	[4658, 4670)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1186	percentage	percentage	NN1	SUBST	[4670, 4680)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1187	for	for	PRP	PREP	[4680, 4683)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1188	that	that	DT0	ADJ	[4683, 4687)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1189	and	and	CJC	CONJ	[4687, 4690)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1190	we	we	PNP	PRON	[4690, 4692)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1191	also	also	AV0	ADV	[4692, 4696)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1192	targeted	target	VVD	VERB	[4696, 4704)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1193	over	over	AVP	ADV	[4704, 4708)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1194	about	about	AV0	ADV	[4708, 4713)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1195	a	a	AT0	ART	[4713, 4714)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1196	hundred	hundred	CRD	ADJ	[4714, 4721)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1197	organisations	organisation	NN2	SUBST	[4721, 4734)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1198	with	with	PRP	PREP	[4734, 4738)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1199	mailing	mail	VVG-NN1	VERB	[4738, 4745)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1200	shots	shot	NN2	SUBST	[4745, 4750)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1201	telling	tell	VVG	VERB	[4750, 4757)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1202	people	people	NN0	SUBST	[4757, 4763)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1203	the	the	AT0	ART	[4763, 4766)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1204	meetings	meeting	NN2	SUBST	[4766, 4774)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1205	on	on	PRP	PREP	[4774, 4776)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1206	this	this	DT0	ADJ	[4776, 4780)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1207	evening	evening	NN1	SUBST	[4780, 4787)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1208	.		PUN		[4787, 4788)	cf1c1113-46b4-4f78-a57c-3f8465c6ec30
1209	In	in	PRP	PREP	[4788, 4790)	00430252-4e79-4097-95e9-65b1e4f8c386
1210	my	i	DPS	PRON	[4790, 4792)	00430252-4e79-4097-95e9-65b1e4f8c386
1211	concern	concern	NN1	SUBST	[4792, 4799)	00430252-4e79-4097-95e9-65b1e4f8c386
1212	as	as	PRP	PREP	[4799, 4801)	00430252-4e79-4097-95e9-65b1e4f8c386
1213	Chairman	chairman	NN1	SUBST	[4801, 4809)	00430252-4e79-4097-95e9-65b1e4f8c386
1214	of	of	PRF	PREP	[4809, 4811)	00430252-4e79-4097-95e9-65b1e4f8c386
1215	the	the	AT0	ART	[4811, 4814)	00430252-4e79-4097-95e9-65b1e4f8c386
1216	Board	board	NN1	SUBST	[4814, 4819)	00430252-4e79-4097-95e9-65b1e4f8c386
1217	was	be	VBD	VERB	[4819, 4822)	00430252-4e79-4097-95e9-65b1e4f8c386
1218	that	that	CJT-DT0	CONJ	[4822, 4826)	00430252-4e79-4097-95e9-65b1e4f8c386
1219	er	er	UNC	UNC	[4826, 4828)	00430252-4e79-4097-95e9-65b1e4f8c386
1220	if	if	CJS	CONJ	[4828, 4830)	00430252-4e79-4097-95e9-65b1e4f8c386
1221	very	very	AV0	ADV	[4830, 4834)	00430252-4e79-4097-95e9-65b1e4f8c386
1222	few	few	DT0	ADJ	[4834, 4837)	00430252-4e79-4097-95e9-65b1e4f8c386
1223	people	people	NN0	SUBST	[4837, 4843)	00430252-4e79-4097-95e9-65b1e4f8c386
1224	turned	turn	VVD	VERB	[4843, 4849)	00430252-4e79-4097-95e9-65b1e4f8c386
1225	up	up	AVP	ADV	[4849, 4851)	00430252-4e79-4097-95e9-65b1e4f8c386
1226	then	then	AV0	ADV	[4851, 4855)	00430252-4e79-4097-95e9-65b1e4f8c386
1227	perhaps	perhaps	AV0	ADV	[4855, 4862)	00430252-4e79-4097-95e9-65b1e4f8c386
1228	people	people	NN0	SUBST	[4862, 4868)	00430252-4e79-4097-95e9-65b1e4f8c386
1229	might	might	VM0	VERB	[4868, 4873)	00430252-4e79-4097-95e9-65b1e4f8c386
1230	say	say	VVI	VERB	[4873, 4876)	00430252-4e79-4097-95e9-65b1e4f8c386
1231	that	that	CJT	CONJ	[4876, 4880)	00430252-4e79-4097-95e9-65b1e4f8c386
1232	we	we	PNP	PRON	[4880, 4882)	00430252-4e79-4097-95e9-65b1e4f8c386
1233	did	do	VDD	VERB	[4882, 4885)	00430252-4e79-4097-95e9-65b1e4f8c386
1234	n't	not	XX0	ADV	[4885, 4888)	00430252-4e79-4097-95e9-65b1e4f8c386
1235	go	go	VVI	VERB	[4888, 4890)	00430252-4e79-4097-95e9-65b1e4f8c386
1236	around	around	AVP-PRP	ADV	[4890, 4896)	00430252-4e79-4097-95e9-65b1e4f8c386
1237	go	go	VVB-NN1	VERB	[4896, 4898)	00430252-4e79-4097-95e9-65b1e4f8c386
1238	about	about	PRP	PREP	[4898, 4903)	00430252-4e79-4097-95e9-65b1e4f8c386
1239	advertising	advertising	NN1-VVG	SUBST	[4903, 4914)	00430252-4e79-4097-95e9-65b1e4f8c386
1240	it	it	PNP	PRON	[4914, 4916)	00430252-4e79-4097-95e9-65b1e4f8c386
1241	in	in	PRP	PREP	[4916, 4918)	00430252-4e79-4097-95e9-65b1e4f8c386
1242	the	the	AT0	ART	[4918, 4921)	00430252-4e79-4097-95e9-65b1e4f8c386
1243	correct	correct	AJ0	ADJ	[4921, 4928)	00430252-4e79-4097-95e9-65b1e4f8c386
1244	way	way	NN1	SUBST	[4928, 4931)	00430252-4e79-4097-95e9-65b1e4f8c386
1245	what	what	DTQ	PRON	[4931, 4935)	00430252-4e79-4097-95e9-65b1e4f8c386
1246	I	i	PNP	PRON	[4935, 4936)	00430252-4e79-4097-95e9-65b1e4f8c386
1247	think	think	VVB	VERB	[4936, 4941)	00430252-4e79-4097-95e9-65b1e4f8c386
1248	we	we	PNP	PRON	[4941, 4943)	00430252-4e79-4097-95e9-65b1e4f8c386
1249	actually	actually	AV0	ADV	[4943, 4951)	00430252-4e79-4097-95e9-65b1e4f8c386
1250	did	do	VDD	VERB	[4951, 4954)	00430252-4e79-4097-95e9-65b1e4f8c386
1251	I	i	PNP	PRON	[4954, 4955)	00430252-4e79-4097-95e9-65b1e4f8c386
1252	'm	be	VBB	VERB	[4955, 4957)	00430252-4e79-4097-95e9-65b1e4f8c386
1253	not	not	XX0	ADV	[4957, 4960)	00430252-4e79-4097-95e9-65b1e4f8c386
1254	sure	sure	AJ0	ADJ	[4960, 4964)	00430252-4e79-4097-95e9-65b1e4f8c386
1255	how	how	AVQ	ADV	[4964, 4967)	00430252-4e79-4097-95e9-65b1e4f8c386
1256	many	many	DT0	ADJ	[4967, 4971)	00430252-4e79-4097-95e9-65b1e4f8c386
1257	people	people	NN0	SUBST	[4971, 4977)	00430252-4e79-4097-95e9-65b1e4f8c386
1258	are	be	VBB	VERB	[4977, 4980)	00430252-4e79-4097-95e9-65b1e4f8c386
1259	here	here	AV0	ADV	[4980, 4984)	00430252-4e79-4097-95e9-65b1e4f8c386
1260	this	this	DT0	ADJ	[4984, 4988)	00430252-4e79-4097-95e9-65b1e4f8c386
1261	evening	evening	NN1	SUBST	[4988, 4995)	00430252-4e79-4097-95e9-65b1e4f8c386
1262	,		PUN		[4995, 4996)	00430252-4e79-4097-95e9-65b1e4f8c386
1263	but	but	CJC	CONJ	[4996, 4999)	00430252-4e79-4097-95e9-65b1e4f8c386
1264	I	i	PNP	PRON	[4999, 5000)	00430252-4e79-4097-95e9-65b1e4f8c386
1265	should	should	VM0	VERB	[5000, 5006)	00430252-4e79-4097-95e9-65b1e4f8c386
1266	think	think	VVI	VERB	[5006, 5011)	00430252-4e79-4097-95e9-65b1e4f8c386
1267	it	it	PNP	PRON	[5011, 5013)	00430252-4e79-4097-95e9-65b1e4f8c386
1268	's	be	VBZ	VERB	[5013, 5015)	00430252-4e79-4097-95e9-65b1e4f8c386
1269	somewhere	somewhere	AV0	ADV	[5015, 5024)	00430252-4e79-4097-95e9-65b1e4f8c386
1270	in	in	PRP	PREP	[5024, 5026)	00430252-4e79-4097-95e9-65b1e4f8c386
1271	the	the	AT0	ART	[5026, 5029)	00430252-4e79-4097-95e9-65b1e4f8c386
1272	region	region	NN1	SUBST	[5029, 5035)	00430252-4e79-4097-95e9-65b1e4f8c386
1273	of	of	PRF	PREP	[5035, 5037)	00430252-4e79-4097-95e9-65b1e4f8c386
1274	about	about	PRP	PREP	[5037, 5042)	00430252-4e79-4097-95e9-65b1e4f8c386
1275	hundred	hundred	CRD	ADJ	[5042, 5049)	00430252-4e79-4097-95e9-65b1e4f8c386
1276	and	and	CJC	CONJ	[5049, 5052)	00430252-4e79-4097-95e9-65b1e4f8c386
1277	,		PUN		[5052, 5053)	00430252-4e79-4097-95e9-65b1e4f8c386
1278	hundred	hundred	CRD	ADJ	[5053, 5060)	00430252-4e79-4097-95e9-65b1e4f8c386
1279	and	and	CJC	CONJ	[5060, 5063)	00430252-4e79-4097-95e9-65b1e4f8c386
1280	fifty	fifty	CRD	ADJ	[5063, 5068)	00430252-4e79-4097-95e9-65b1e4f8c386
1281	,		PUN		[5068, 5069)	00430252-4e79-4097-95e9-65b1e4f8c386
1282	so	so	AV0	ADV	[5069, 5071)	00430252-4e79-4097-95e9-65b1e4f8c386
1283	I	i	PNP	PRON	[5071, 5072)	00430252-4e79-4097-95e9-65b1e4f8c386
1284	hope	hope	VVB	VERB	[5072, 5076)	00430252-4e79-4097-95e9-65b1e4f8c386
1285	that	that	CJT	CONJ	[5076, 5080)	00430252-4e79-4097-95e9-65b1e4f8c386
1286	the	the	AT0	ART	[5080, 5083)	00430252-4e79-4097-95e9-65b1e4f8c386
1287	meeting	meeting	NN1	SUBST	[5083, 5090)	00430252-4e79-4097-95e9-65b1e4f8c386
1288	this	this	DT0	ADJ	[5090, 5094)	00430252-4e79-4097-95e9-65b1e4f8c386
1289	evening	evening	NN1	SUBST	[5094, 5101)	00430252-4e79-4097-95e9-65b1e4f8c386
1290	sort	sort	NN1	SUBST	[5101, 5105)	00430252-4e79-4097-95e9-65b1e4f8c386
1291	of	of	PRF	PREP	[5105, 5107)	00430252-4e79-4097-95e9-65b1e4f8c386
1292	cross	cross	NN1	SUBST	[5107, 5112)	00430252-4e79-4097-95e9-65b1e4f8c386
1293	representation	representation	NN1	SUBST	[5112, 5126)	00430252-4e79-4097-95e9-65b1e4f8c386
1294	people	people	NN0	SUBST	[5126, 5132)	00430252-4e79-4097-95e9-65b1e4f8c386
1295	actually	actually	AV0	ADV	[5132, 5140)	00430252-4e79-4097-95e9-65b1e4f8c386
1296	use	use	VVB-NN1	VERB	[5140, 5143)	00430252-4e79-4097-95e9-65b1e4f8c386
1297	facilities	facility	NN2	SUBST	[5143, 5153)	00430252-4e79-4097-95e9-65b1e4f8c386
1298	which	which	DTQ	PRON	[5153, 5158)	00430252-4e79-4097-95e9-65b1e4f8c386
1299	the	the	AT0	ART	[5158, 5161)	00430252-4e79-4097-95e9-65b1e4f8c386
1300	playhouse	playhouse	NN1	SUBST	[5161, 5170)	00430252-4e79-4097-95e9-65b1e4f8c386
1301	offers	offer	NN2-VVZ	SUBST	[5170, 5176)	00430252-4e79-4097-95e9-65b1e4f8c386
1302	.		PUN		[5176, 5177)	00430252-4e79-4097-95e9-65b1e4f8c386
1303	Can	can	VM0	VERB	[5177, 5180)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1304	I	i	PNP	PRON	[5180, 5181)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1305	just	just	AV0	ADV	[5181, 5185)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1306	introduce	introduce	VVI	VERB	[5185, 5194)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1307	people	people	NN0	SUBST	[5194, 5200)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1308	on	on	PRP	PREP	[5200, 5202)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1309	the	the	AT0	ART	[5202, 5205)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1310	platform	platform	NN1	SUBST	[5205, 5213)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1311	to	to	PRP	PREP	[5213, 5215)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1312	you	you	PNP	PRON	[5215, 5218)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1313	this	this	DT0	ADJ	[5218, 5222)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1314	evening	evening	NN1	SUBST	[5222, 5229)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1315	.		PUN		[5229, 5230)	88042ca4-9113-4c8b-8ae5-0ebad7a662e0
1316	My	i	DPS	PRON	[5230, 5232)	8432bcdc-8121-44a2-a743-8c1feed7a574
1317	na	na	UNC	UNC	[5232, 5234)	8432bcdc-8121-44a2-a743-8c1feed7a574
1318	mes	me	NN2	SUBST	[5234, 5237)	8432bcdc-8121-44a2-a743-8c1feed7a574
1319	Tom	tom	NP0	SUBST	[5237, 5240)	8432bcdc-8121-44a2-a743-8c1feed7a574
1320	and	and	CJC	CONJ	[5240, 5243)	8432bcdc-8121-44a2-a743-8c1feed7a574
1321	I	i	PNP	PRON	[5243, 5244)	8432bcdc-8121-44a2-a743-8c1feed7a574
1322	'm	be	VBB	VERB	[5244, 5246)	8432bcdc-8121-44a2-a743-8c1feed7a574
1323	chairman	chairman	NN1	SUBST	[5246, 5254)	8432bcdc-8121-44a2-a743-8c1feed7a574
1324	of	of	PRF	PREP	[5254, 5256)	8432bcdc-8121-44a2-a743-8c1feed7a574
1325	the	the	AT0	ART	[5256, 5259)	8432bcdc-8121-44a2-a743-8c1feed7a574
1326	trust	trust	NN1	SUBST	[5259, 5264)	8432bcdc-8121-44a2-a743-8c1feed7a574
1327	,		PUN		[5264, 5265)	8432bcdc-8121-44a2-a743-8c1feed7a574
1328	have	have	VHB	VERB	[5265, 5269)	8432bcdc-8121-44a2-a743-8c1feed7a574
1329	Roy	roy	NP0	SUBST	[5269, 5272)	8432bcdc-8121-44a2-a743-8c1feed7a574
1330	who	who	PNQ	PRON	[5272, 5275)	8432bcdc-8121-44a2-a743-8c1feed7a574
1331	is	be	VBZ	VERB	[5275, 5277)	8432bcdc-8121-44a2-a743-8c1feed7a574
1332	chairman	chairman	NN1	SUBST	[5277, 5285)	8432bcdc-8121-44a2-a743-8c1feed7a574
1333	of	of	PRF	PREP	[5285, 5287)	8432bcdc-8121-44a2-a743-8c1feed7a574
1334	the	the	AT0	ART	[5287, 5290)	8432bcdc-8121-44a2-a743-8c1feed7a574
1335	management	management	NN1	SUBST	[5290, 5300)	8432bcdc-8121-44a2-a743-8c1feed7a574
1336	committee	committee	NN1	SUBST	[5300, 5309)	8432bcdc-8121-44a2-a743-8c1feed7a574
1337	,		PUN		[5309, 5310)	8432bcdc-8121-44a2-a743-8c1feed7a574
1338	Ron	ron	NP0	SUBST	[5310, 5313)	8432bcdc-8121-44a2-a743-8c1feed7a574
1339	is	be	VBZ	VERB	[5313, 5315)	8432bcdc-8121-44a2-a743-8c1feed7a574
1340	vice	vice	NN1-AJ0	SUBST	[5315, 5319)	8432bcdc-8121-44a2-a743-8c1feed7a574
1341	who	who	PNQ	PRON	[5319, 5322)	8432bcdc-8121-44a2-a743-8c1feed7a574
1342	who	who	PNQ	PRON	[5322, 5325)	8432bcdc-8121-44a2-a743-8c1feed7a574
1343	who	who	PNQ	PRON	[5325, 5328)	8432bcdc-8121-44a2-a743-8c1feed7a574
1344	's	be	VBZ	VERB	[5328, 5330)	8432bcdc-8121-44a2-a743-8c1feed7a574
1345	vice	vice	AJ0	ADJ	[5330, 5334)	8432bcdc-8121-44a2-a743-8c1feed7a574
1346	chair	chair	NN1	SUBST	[5334, 5339)	8432bcdc-8121-44a2-a743-8c1feed7a574
